Rinkimai,Sąrašas,Porinkiminis nr sąraše ,"Vardas, pavardė ","Vardas, Pavarde (be ""(V)"")",Priešrinkiminis nr sąraše ,Pirmumo balsai,Reitingo balai
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,123,VESLAVA KODZ ,VESLAVA KODZ ,115,131,131
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,124,KRISTINA MIKOLAJŪNIENĖ ,KRISTINA MIKOLAJŪNIENĖ ,111,129,129
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,125,ALBERTA STANISLAVA RUSKAN ,ALBERTA STANISLAVA RUSKAN ,133,127,127
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,126,EMILIJA TŠETIAK ,EMILIJA TŠETIAK ,88,125,125
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,127,TERESĖ RADŽIŪNIENĖ ,TERESĖ RADŽIŪNIENĖ ,134,124,124
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,128,ANETA GRACJANA LAPCUN ,ANETA GRACJANA LAPCUN ,62,106,106
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,129,VITALIJ ŽEMOITIN ,VITALIJ ŽEMOITIN ,107,106,106
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,130,DOROTA VAŠKOVIČ ,DOROTA VAŠKOVIČ ,120,104,104
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,131,TATJANA SHATROUSKA ,TATJANA SHATROUSKA ,66,100,100
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,132,STANISLAVAS JAKUTIS ,STANISLAVAS JAKUTIS ,70,95,95
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,133,BEATA ZAJANKOVSKIENĖ ,BEATA ZAJANKOVSKIENĖ ,114,86,86
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,134,MARIJA AŽUBALIENĖ ,MARIJA AŽUBALIENĖ ,106,83,83
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,135,ROKAS DAILYDĖ ,ROKAS DAILYDĖ ,128,80,80
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,136,STASYS ŠPAKAUSKAS ,STASYS ŠPAKAUSKAS ,93,71,71
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,137,LEONIJA PETRAUSKAITĖ ,LEONIJA PETRAUSKAITĖ ,82,54,0
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,138,SABINA KARANKEVIČ ,SABINA KARANKEVIČ ,118,62,0
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,139,VIOLETA DUDUTIENĖ ,VIOLETA DUDUTIENĖ ,124,55,0
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,1,REMIGIJUS ŽEMAITAITIS (V) ,REMIGIJUS ŽEMAITAITIS ,1,14911,14911
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,2,PETRAS GRAŽULIS ,PETRAS GRAŽULIS ,4,14593,14593
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,3,KĘSTUTIS PŪKAS ,KĘSTUTIS PŪKAS ,10,13459,13459
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,4,KĘSTAS KOMSKIS ,KĘSTAS KOMSKIS ,2,6137,6137
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,5,RIMAS ANDRIKIS ,RIMAS ANDRIKIS ,3,5788,5788
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,6,JUOZAS IMBRASAS ,JUOZAS IMBRASAS ,7,5389,5389
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,7,VYTAUTAS KAMBLEVIČIUS ,VYTAUTAS KAMBLEVIČIUS ,5,5280,5280
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,8,ONA VALIUKEVIČIŪTĖ ,ONA VALIUKEVIČIŪTĖ ,8,4500,4500
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,9,ANDRIUS ŠEDŽIUS ,ANDRIUS ŠEDŽIUS ,17,3650,3650
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,10,KĘSTUTIS TREČIOKAS ,KĘSTUTIS TREČIOKAS ,14,3178,3178
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,11,JULIUS PANKA ,JULIUS PANKA ,21,2448,2448
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,12,AUDRONĖ GALVONAITĖ ,AUDRONĖ GALVONAITĖ ,16,2305,2305
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,13,RIMAS ANTANAS RUČYS ,RIMAS ANTANAS RUČYS ,6,2298,2298
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,14,ALGIMANTAS DUMBRAVA (V) ,ALGIMANTAS DUMBRAVA ,13,2193,2193
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,15,KĘSTUTIS BARTKEVIČIUS (V) ,KĘSTUTIS BARTKEVIČIUS ,9,1760,1760
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,16,VYTAUTAS JUCIUS ,VYTAUTAS JUCIUS ,26,1711,1711
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,17,NATALJA ISTOMINA ,NATALJA ISTOMINA ,18,1708,1708
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,18,ARTŪRAS RAZBADAUSKAS ,ARTŪRAS RAZBADAUSKAS ,11,1605,1605
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,19,AUŠRA RUČIENĖ ,AUŠRA RUČIENĖ ,25,1547,1547
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,20,ALMANTAS PETKUS ,ALMANTAS PETKUS ,12,1505,1505
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,21,EGIDIJUS SKARBALIUS ,EGIDIJUS SKARBALIUS ,27,1452,1452
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,22,TADAS BARTKUS ,TADAS BARTKUS ,81,1429,1429
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,23,ROMUALDAS VISOKAVIČIUS ,ROMUALDAS VISOKAVIČIUS ,15,1418,1418
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,24,VAIDAS BENDARAVIČIUS ,VAIDAS BENDARAVIČIUS ,50,1396,1396
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,25,KĘSTUTIS KOMSKIS ,KĘSTUTIS KOMSKIS ,40,1387,1387
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,26,LORETA JAKINEVIČIENĖ ,LORETA JAKINEVIČIENĖ ,20,1308,1308
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,27,ALGIRDAS MEIŽENIS ,ALGIRDAS MEIŽENIS ,45,1176,1176
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,28,SVETLANA BABUJEVA ,SVETLANA BABUJEVA ,42,1037,1037
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,29,EGIDIJUS VILIMAS ,EGIDIJUS VILIMAS ,140,938,938
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,30,SIGITAS STONYS ,SIGITAS STONYS ,70,934,934
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,31,VIDMANTAS KARABINAS ,VIDMANTAS KARABINAS ,19,896,896
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,32,LINA ŠUKYTĖ ,LINA ŠUKYTĖ ,38,883,883
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,33,NINA ŠESTERNIKOVA ,NINA ŠESTERNIKOVA ,35,847,847
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,34,MARTYNAS GEDVILAS ,MARTYNAS GEDVILAS ,48,769,769
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,35,DOBILAS SINKEVIČIUS ,DOBILAS SINKEVIČIUS ,24,762,762
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,36,ALBINAS ŽYMANČIUS ,ALBINAS ŽYMANČIUS ,39,732,732
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,37,AGNĖ PETRAVIČIENĖ ,AGNĖ PETRAVIČIENĖ ,80,590,590
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,38,ALGIRDAS GENEVIČIUS ,ALGIRDAS GENEVIČIUS ,30,589,589
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,39,GEDIMINAS IMBRASAS ,GEDIMINAS IMBRASAS ,56,572,572
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,40,SILVERIJUS STATKUS ,SILVERIJUS STATKUS ,37,537,537
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,41,EDITA RUDIENĖ ,EDITA RUDIENĖ ,46,520,520
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,42,VIDMANTAS MACEVIČIUS ,VIDMANTAS MACEVIČIUS ,23,512,512
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,43,ALVYDAS MOCKUS ,ALVYDAS MOCKUS ,139,492,492
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,44,RYŠARDAS BURDA ,RYŠARDAS BURDA ,33,491,491
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,45,RAIMUNDAS MARTINĖLIS (V) ,RAIMUNDAS MARTINĖLIS ,31,477,477
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,46,GINTARAS ŠURKUS ,GINTARAS ŠURKUS ,36,473,473
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,47,JULIUS MORKŪNAS ,JULIUS MORKŪNAS ,29,466,466
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,48,GEDIMINAS ONAITIS ,GEDIMINAS ONAITIS ,28,462,462
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,49,MIGLĖ ŽUKAUSKAITĖ ,MIGLĖ ŽUKAUSKAITĖ ,138,446,446
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,50,OSVALDAS KATINAS ,OSVALDAS KATINAS ,44,440,440
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,51,VALERIJONAS BERNOTAS ,VALERIJONAS BERNOTAS ,49,421,421
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,52,SAULIUS ARLAUSKAS ,SAULIUS ARLAUSKAS ,32,397,397
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,53,ROMUALDAS GĖGŽNAS ,ROMUALDAS GĖGŽNAS ,22,388,388
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,54,KĘSTUTIS PETKUS ,KĘSTUTIS PETKUS ,130,366,366
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,55,AUDRONĖ BERESNEVIČIENĖ ,AUDRONĖ BERESNEVIČIENĖ ,52,364,364
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,56,DARIUS RADVILA ,DARIUS RADVILA ,137,356,356
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,57,DALIA SKEBERDIENĖ ,DALIA SKEBERDIENĖ ,83,352,352
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,58,STASYS VAINAUSKAS ,STASYS VAINAUSKAS ,47,351,351
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,59,GEDIMINAS RUDŽIONIS ,GEDIMINAS RUDŽIONIS ,34,344,344
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,60,DANIUS KANAUKA ,DANIUS KANAUKA ,100,340,340
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,61,DONATAS MIZARAS ,DONATAS MIZARAS ,41,334,334
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,62,DAIVA URBONAVIČIŪTĖ ,DAIVA URBONAVIČIŪTĖ ,61,312,312
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,63,SIGITAS ČINGA ,SIGITAS ČINGA ,43,307,307
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,64,EDGARAS BERNOTAS ,EDGARAS BERNOTAS ,51,305,305
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,65,JURGITA SADAUSKAITĖ ,JURGITA SADAUSKAITĖ ,77,303,303
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,66,ANDRIUS JURKUS ,ANDRIUS JURKUS ,102,303,303
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,67,GINTARAS ALGIRDAS KALĖDA ,GINTARAS ALGIRDAS KALĖDA ,121,302,302
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,68,ILONA GYLYTĖ ,ILONA GYLYTĖ ,91,297,297
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,69,ALGIRDAS GUDAITIS ,ALGIRDAS GUDAITIS ,84,292,292
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,70,ALGIMANTAS ADOMAITIS ,ALGIMANTAS ADOMAITIS ,88,288,288
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,71,RAIMONDA KAROSAITĖ ,RAIMONDA KAROSAITĖ ,55,282,282
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,72,JŪRATĖ ŠIVICKIENĖ ,JŪRATĖ ŠIVICKIENĖ ,53,279,279
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,73,JULIJA MELNIKOVA ,JULIJA MELNIKOVA ,105,276,276
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,74,ROMUALDAS DUMČIUS ,ROMUALDAS DUMČIUS ,74,275,275
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,75,DAIVA JUKNEVIČIENĖ ,DAIVA JUKNEVIČIENĖ ,63,266,266
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,76,RENAT BRALKOVSKIJ ,RENAT BRALKOVSKIJ ,78,264,264
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,77,RYTIS JANKAUSKAS ,RYTIS JANKAUSKAS ,60,258,258
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,78,LAIMONAS NORVILIS ,LAIMONAS NORVILIS ,131,242,242
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,79,KAZIMIERAS DURA ,KAZIMIERAS DURA ,67,235,235
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,80,VINCAS METRIKIS ,VINCAS METRIKIS ,54,227,227
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,81,IGNAS JONUŠAS ,IGNAS JONUŠAS ,87,223,223
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,82,LORENA BALSĖ ,LORENA BALSĖ ,101,221,221
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,83,REGINA ČISTIAKOVA ,REGINA ČISTIAKOVA ,99,219,219
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,84,JONAS ŽIČKUS ,JONAS ŽIČKUS ,134,208,208
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,85,FRANC JAKUBOVSKIJ ,FRANC JAKUBOVSKIJ ,71,207,207
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,86,SIGITAS SIDARAVIČIUS ,SIGITAS SIDARAVIČIUS ,75,201,201
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,87,JURGITA ŠERŽENTIENĖ ,JURGITA ŠERŽENTIENĖ ,85,201,201
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,88,GIEDRIUS ZDANYS ,GIEDRIUS ZDANYS ,64,192,192
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,89,AUDRONĖ VIRGANAVIČIŪTĖ ,AUDRONĖ VIRGANAVIČIŪTĖ ,73,190,190
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,90,LORETA MACIONIENĖ ,LORETA MACIONIENĖ ,58,189,189
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,91,ALGIS KALEINIKAS ,ALGIS KALEINIKAS ,86,186,186
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,92,ARTŪRAS GALAKVOŠČIUS ,ARTŪRAS GALAKVOŠČIUS ,72,180,180
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,93,KRISTINA SMIRNOVAITĖ ,KRISTINA SMIRNOVAITĖ ,96,175,175
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,94,MARIUS JUŠKEVIČIUS ,MARIUS JUŠKEVIČIUS ,68,174,174
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,95,IRENA GAILIUTĖ ,IRENA GAILIUTĖ ,106,174,174
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,96,GEDIMINAS KRIOVĖ ,GEDIMINAS KRIOVĖ ,135,174,174
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,97,RAIMONDAS BITINAS ,RAIMONDAS BITINAS ,114,172,172
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,98,RIMVYDAS ANUSAUSKAS ,RIMVYDAS ANUSAUSKAS ,119,171,171
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,99,RIMA PETRUŠKIENĖ ,RIMA PETRUŠKIENĖ ,118,168,168
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,100,JUOZAS ROKAS ,JUOZAS ROKAS ,109,163,163
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,101,PETRAS BERESNEVIČIUS ,PETRAS BERESNEVIČIUS ,93,160,160
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,102,BENEDIKTAS PAULAUSKAS ,BENEDIKTAS PAULAUSKAS ,97,154,154
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,103,ASTA LAŠINSKIENĖ ,ASTA LAŠINSKIENĖ ,59,150,150
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,104,STANISLOVAS VĖLAVIČIUS ,STANISLOVAS VĖLAVIČIUS ,111,148,148
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,105,KĘSTUTIS URBANAVIČIUS ,KĘSTUTIS URBANAVIČIUS ,122,147,147
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,106,VALDAS RAČKAUSKAS ,VALDAS RAČKAUSKAS ,123,145,145
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,107,TOMAS VALAŠINAS ,TOMAS VALAŠINAS ,57,140,140
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,108,ONA PETRONIENĖ ,ONA PETRONIENĖ ,110,138,138
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,109,VYTAUTAS ŽAGŪNIS ,VYTAUTAS ŽAGŪNIS ,65,137,137
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,110,NATALIJA BABELČIUS ,NATALIJA BABELČIUS ,98,135,135
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,111,AURIMAS PILECKAS ,AURIMAS PILECKAS ,89,126,126
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,112,KĘSTAS VITKAUSKAS ,KĘSTAS VITKAUSKAS ,132,126,126
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,113,HENRIKAS MACKELA ,HENRIKAS MACKELA ,62,124,124
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,114,TADAS GRUNDULAS ,TADAS GRUNDULAS ,82,122,122
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,115,JUOZAS JOKIMAS ,JUOZAS JOKIMAS ,90,122,122
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,116,VINCAS JONAS KARČIAUSKAS ,VINCAS JONAS KARČIAUSKAS ,95,120,120
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,117,IRENA LEONAVIČIENĖ ,IRENA LEONAVIČIENĖ ,128,120,120
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,118,VIRGINIJA TUMĖNIENĖ ,VIRGINIJA TUMĖNIENĖ ,107,113,113
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,119,MINDAUGAS REKEŠIUS ,MINDAUGAS REKEŠIUS ,136,112,112
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,120,REDA KONTARIENĖ ,REDA KONTARIENĖ ,133,110,110
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,121,ALEKSANDRAS FILIPAVIČIUS ,ALEKSANDRAS FILIPAVIČIUS ,113,108,108
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,122,KĘSTUTIS VILNIŠKIS ,KĘSTUTIS VILNIŠKIS ,69,102,102
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,123,MARYTĖ ŽUKIENĖ ,MARYTĖ ŽUKIENĖ ,108,98,98
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,124,EGIDIJUS MICKEVIČIUS ,EGIDIJUS MICKEVIČIUS ,112,94,94
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,125,VYTAUTAS ŠKADAUSKAS ,VYTAUTAS ŠKADAUSKAS ,116,90,90
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,126,VIDA NARBUTIENĖ ,VIDA NARBUTIENĖ ,104,87,87
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,127,RIMANTAS KEKYS ,RIMANTAS KEKYS ,125,85,85
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,128,KĘSTUTIS JASEVIČIUS ,KĘSTUTIS JASEVIČIUS ,127,82,82
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,129,GINTA BALTAG ,GINTA BALTAG ,92,80,80
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,130,MANTAS BADAUKIS ,MANTAS BADAUKIS ,129,78,78
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,131,IGNAS NASTARAVIČIUS ,IGNAS NASTARAVIČIUS ,120,75,75
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,132,ARVYDAS AŽELIS ,ARVYDAS AŽELIS ,103,73,73
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,133,ALGIRDAS CEGELIS ,ALGIRDAS CEGELIS ,76,70,70
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,134,MODESTAS STRAMKAUSKAS ,MODESTAS STRAMKAUSKAS ,117,63,0
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,135,GEDIMINAS BERŪKŠTIS ,GEDIMINAS BERŪKŠTIS ,124,53,0
2016 Seimo rinkimai,Partija Tvarka ir teisingumas,136,VLADAS VAŽNEVIČIUS ,VLADAS VAŽNEVIČIUS ,126,66,0
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",1,NAGLIS PUTEIKIS (V) ,NAGLIS PUTEIKIS ,1,38287,38287
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",2,KRISTUPAS AUGUSTAS KRIVICKAS ,KRISTUPAS AUGUSTAS KRIVICKAS ,2,37687,37687
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",3,LIGITAS KERNAGIS ,LIGITAS KERNAGIS ,3,24112,24112
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",4,ALVYDAS MEDALINSKAS ,ALVYDAS MEDALINSKAS ,6,14839,14839
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",5,VYTAUTAS JUŠKUS ,VYTAUTAS JUŠKUS ,4,12307,12307
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",6,VYTAUTAS JURGIS KADŽYS ,VYTAUTAS JURGIS KADŽYS ,5,10179,10179
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",7,NINA PUTEIKIENĖ ,NINA PUTEIKIENĖ ,21,10049,10049
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",8,EGIDIJUS DRĖZAS ,EGIDIJUS DRĖZAS ,10,5734,5734
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",9,NIJOLĖ GIEDRAITIENĖ ,NIJOLĖ GIEDRAITIENĖ ,9,3428,3428
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",10,KĘSTUTIS JUKNIS ,KĘSTUTIS JUKNIS ,8,3159,3159
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",11,ELIGIJUS DZEŽULSKIS-DUONYS ,ELIGIJUS DZEŽULSKIS-DUONYS ,7,2697,2697
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",12,LAURA RADZEVIČIŪTĖ ,LAURA RADZEVIČIŪTĖ ,27,2287,2287
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",13,KĘSTUTIS KOPŪSTA ,KĘSTUTIS KOPŪSTA ,14,2004,2004
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",14,RAIMONDAS TAMOŠAUSKAS ,RAIMONDAS TAMOŠAUSKAS ,13,1723,1723
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",15,VIDAS CIKANA ,VIDAS CIKANA ,15,1606,1606
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",16,ĄŽUOLAS JUOZAS ALEKSIŪNAS ,ĄŽUOLAS JUOZAS ALEKSIŪNAS ,96,1395,1395
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",17,RŪTA ZABIELIENĖ ,RŪTA ZABIELIENĖ ,16,1366,1366
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",18,GEDIMINAS AKELAITIS ,GEDIMINAS AKELAITIS ,26,1277,1277
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",19,JŪRATĖ ZAPOLSKIENĖ ,JŪRATĖ ZAPOLSKIENĖ ,11,1271,1271
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",20,ALFONSAS BUTĖ ,ALFONSAS BUTĖ ,12,1015,1015
2016 Seimo rinkimai,"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partija)",21,ŽYDRŪNĖ BALSYTĖ ,ŽYDRŪNĖ BALSYTĖ ,39,973,973
